City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
649,Port Keats,AU,84.76,scattered clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
650,Sinjar,IQ,87.04,clear sky,36.3209,41.8754,زوماني فون 1
652,Kikwit,CD,73.2,few clouds,-5.041,18.8162,HOTEL PLACE YALABA
653,Matay,EG,80.8,clear sky,28.419,30.7792,Nag Aespen
654,Mehkar,IN,84.78,overcast clouds,20.1508,76.569,Chintamani Lodge
655,Najran,SA,71.94,clear sky,17.4924,44.1277,محمد هادي ال فطيح
656,Buala,SB,84.92,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
659,Nimes,FR,70.99,clear sky,43.8333,4.35,Hôtel Cesar
660,Sao Jose Da Coroa Grande,BR,75.9,light rain,-8.8978,-35.1478,Crôa Mares Hotel
661,Ca Mau,VN,79.79,overcast clouds,9.1769,105.15,Mường Thanh Luxury Cà Mau Hotel
662,Riyadh,SA,80.74,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
663,Neiafu,TO,80.44,clear sky,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
665,Am Timan,TD,79.93,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
666,Tanda,IN,88.11,broken clouds,26.55,82.65,MUMTAZ GANJ TANDA
669,Saint-Georges,GD,79.5,overcast clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
670,Phangnga,TH,77.04,overcast clouds,8.4509,98.5298,Sunimit Mansion
672,Bilma,NE,86.94,clear sky,18.6853,12.9164,Expeditions Ténére voyages
673,Porto Novo,BJ,81.1,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
675,Cam Ranh,VN,82.36,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
677,Zapresic,HR,69.93,overcast clouds,45.8564,15.8078,Country House Kamenitih Svatova
678,Mariani,IN,76.66,overcast clouds,26.6667,94.3333,Bitupan Saikia
681,Kattivakkam,IN,86.09,scattered clouds,13.2167,80.3167,Euronova Freezer
682,Lam Luk Ka,TH,84.99,light rain,13.9323,100.7494,Thanaplace Lamlukka Klong7
684,Yanam,IN,81.97,overcast clouds,16.7333,82.2167,The Regency Hotel
687,Sabha,LY,79.27,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
690,Baracoa,CU,80.1,overcast clouds,20.3467,-74.4958,Hostal Rio Miel
693,Tahta,EG,84.27,overcast clouds,26.7693,31.5021,فندق الزيات
695,Bajil,YE,86.16,clear sky,15.0584,43.2851,فندق حضرموت
702,Balkanabat,TM,81.34,clear sky,39.5108,54.3671,Nebitchi Hotel
703,Tripoli,LY,76.05,clear sky,32.8752,13.1875,Al Waddan Hotel
705,Bubaque,GW,80.1,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
707,Lethem,GY,76.91,overcast clouds,3.3803,-59.7968,Savannah Inn
708,Sukumo,JP,75.38,broken clouds,32.9333,132.7333,Sukumojo
